sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp,test
86.0,72.0,108.0,98.0,67.0,84.0,50.4,15.2,,,,7.6,843.02,1465.0,1001.75,884.5,720.66,539.04,808.12,745.33,947.31,826.17,639.2,1059.45,647.43,658.27,1078.57,883.29,846.95,908.91,787.25,,,168.91,198.23,192.15,182.58,189.54,219.92,222.4,187.8,213.42,208.59,,,,,,6.6,137.84,229.19,41.88,12.83,8.49,179.88,307.76,54.62,14.46,8.32,168.26,278.61,50.9,14.6,6.54,140.97,220.73,41.66,9.77,,,,,,,,,,,6.45,134.17,223.62,43.06,8.81,8.33,177.74,282.69,48.44,19.11,7.77,152.21,266.17,47.81,15.52,5.9,107.42,198.22,33.47,13.68,,,,,,59.66,52.88,66.33,55.44,28.54,47.64,5.55,7.88,6.44,26.1,60.13,,0.88,1.11,1.0,27.1,51.1,1.33,16.77,29.11,22.77,32.88,48.0,0.88,14.66,20.11,18.66,32.69,
,,,,,,50.4,15.2,,,,7.6,843.02,1465.0,1001.75,884.5,720.66,539.04,808.12,745.33,947.31,826.17,639.2,1059.45,647.43,658.27,1078.57,883.29,846.95,908.91,787.25,,,168.91,198.23,192.15,182.58,189.54,219.92,222.4,187.8,213.42,208.59,,,,,,6.6,137.84,229.19,41.88,12.83,8.49,179.88,307.76,54.62,14.46,8.32,168.26,278.61,50.9,14.6,6.54,140.97,220.73,41.66,9.77,,,,,,,,,,,6.45,134.17,223.62,43.06,8.81,8.33,177.74,282.69,48.44,19.11,7.77,152.21,266.17,47.81,15.52,5.9,107.42,198.22,33.47,13.68,,,,,,59.66,52.88,66.33,55.44,28.54,47.64,5.55,7.88,6.44,26.1,60.13,,0.88,1.11,1.0,27.1,51.1,1.33,16.77,29.11,22.77,32.88,48.0,0.88,14.66,20.11,18.66,32.69,True
,,,,,,50.4,15.2,,,,7.6,842.56,1464.74,1001.72,884.28,720.63,539.03,807.98,744.95,947.14,825.96,639.11,1059.32,647.35,658.15,1078.4,883.02,846.8,908.61,787.14,,,168.92,198.18,192.15,182.55,189.56,219.92,222.42,187.98,213.6,208.7,,,,,,6.75,139.91,232.73,41.93,13.1,8.46,179.91,307.79,55.4,14.34,8.51,168.18,278.52,51.15,14.28,6.39,139.92,219.08,41.71,9.21,,,,,,,,,,,6.63,134.69,224.49,42.72,8.8,8.24,179.7,285.86,48.75,18.89,7.86,152.22,266.42,48.14,15.75,6.21,108.93,200.91,33.75,14.09,,,,,,59.66,52.88,66.33,55.44,28.54,47.64,5.55,7.88,6.44,26.1,60.13,,0.88,1.11,1.0,27.1,51.1,1.33,16.77,29.11,22.77,32.88,48.0,0.88,14.66,20.11,18.66,32.69,True
64.0,72.0,120.0,82.0,62.0,66.0,50.4,15.2,,,,7.6,842.5,1464.2,1001.45,884.04,720.29,538.83,808.0,744.91,947.04,825.58,638.95,1059.16,647.2,658.08,1078.04,882.79,846.58,908.5,786.87,,,168.98,198.01,192.07,182.3,189.59,219.92,222.45,188.12,213.8,208.81,,,,,,6.62,135.6,225.75,40.3,12.68,8.3,173.52,296.68,53.87,13.0,8.12,157.71,262.56,49.1,13.75,6.14,131.45,205.76,39.25,8.53,,,,,,,,,,,6.7,130.11,216.71,42.28,8.62,7.83,170.23,271.09,47.46,17.43,7.28,144.12,252.6,45.63,14.89,6.05,102.67,189.25,32.19,13.29,,,,,,59.47,52.87,66.37,55.5,28.59,47.18,5.62,7.62,6.5,26.08,60.21,,0.87,1.12,1.0,27.05,50.74,1.37,17.12,30.25,23.25,33.01,47.69,0.87,15.0,20.37,19.12,32.79,
94.0,83.0,76.0,73.0,91.0,84.0,49.84,15.2,,,,7.6,842.05,1463.44,1001.38,883.52,720.08,538.65,807.47,744.41,946.59,825.04,638.69,1058.99,646.97,657.85,1077.52,881.63,846.26,907.85,786.47,,,168.75,197.69,192.02,182.26,189.66,219.96,222.53,188.5,214.12,209.12,,,,,,8.32,150.44,281.06,50.56,14.12,9.49,172.96,332.4,62.31,14.55,9.38,171.08,319.96,58.11,19.16,7.15,147.31,255.49,45.99,11.51,,,,,,,,,,,7.62,148.62,269.24,51.4,10.75,9.49,185.58,319.93,57.74,19.68,8.62,156.75,300.16,56.74,14.52,7.31,113.29,229.42,42.27,12.05,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
82.0,86.0,90.0,70.0,88.0,90.0,49.84,15.2,,,,7.6,842.05,1463.44,1001.38,883.52,720.08,538.65,807.47,744.41,946.59,825.04,638.69,1058.99,646.97,657.85,1077.52,881.63,846.26,907.85,786.47,,,168.75,197.69,192.02,182.26,189.66,219.96,222.53,188.5,214.12,209.12,,,,,,8.32,150.44,281.06,50.56,14.12,9.49,172.96,332.4,62.31,14.55,9.38,171.08,319.96,58.11,19.16,7.15,147.31,255.49,45.99,11.51,,,,,,,,,,,7.62,148.62,269.24,51.4,10.75,9.49,185.58,319.93,57.74,19.68,8.62,156.75,300.16,56.74,14.52,7.31,113.29,229.42,42.27,12.05,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
70.0,86.0,72.0,78.0,80.0,93.0,49.84,15.2,,,,7.6,842.35,1463.52,1001.68,883.44,719.95,538.73,807.68,744.45,946.55,825.12,638.73,1059.03,646.93,657.94,1077.39,881.93,846.34,907.81,786.59,,,168.73,197.58,192.03,182.23,189.67,219.98,222.53,188.49,214.13,209.16,,,,,,8.99,162.79,314.42,54.8,15.77,9.92,175.34,348.94,64.78,16.06,9.74,173.49,336.09,60.74,20.44,7.8,154.42,276.41,49.04,13.59,,,,,,,,,,,7.77,148.5,276.59,52.03,11.29,9.87,187.07,330.79,59.25,20.8,8.9,157.78,310.74,58.69,15.15,7.12,115.27,240.41,43.64,11.92,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
70.0,88.0,76.0,80.0,79.0,93.0,49.84,15.2,,,,7.6,842.35,1463.52,1001.68,883.44,719.95,538.73,807.68,744.45,946.55,825.12,638.73,1059.03,646.93,657.94,1077.39,881.93,846.34,907.81,786.59,,,168.73,197.58,192.03,182.23,189.67,219.98,222.53,188.49,214.13,209.16,,,,,,8.99,162.79,314.42,54.8,15.77,9.92,175.34,348.94,64.78,16.06,9.74,173.49,336.09,60.74,20.44,7.8,154.42,276.41,49.04,13.59,,,,,,,,,,,7.77,148.5,276.59,52.03,11.29,9.87,187.07,330.79,59.25,20.8,8.9,157.78,310.74,58.69,15.15,7.12,115.27,240.41,43.64,11.92,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
78.0,99.0,89.0,90.0,95.0,94.0,49.84,15.2,,,,7.6,842.73,1463.48,1001.72,883.23,719.78,538.61,808.23,744.28,946.55,825.0,638.73,1059.24,646.93,657.85,1077.39,881.76,846.3,907.73,786.59,,,168.77,197.5,192.07,182.2,189.69,220.0,222.54,188.54,214.21,209.22,,,,,,9.19,159.76,320.21,55.31,16.68,10.19,174.54,359.96,66.04,17.51,10.12,174.45,349.8,62.51,22.06,8.11,154.29,284.86,49.91,14.86,,,,,,,,,,,8.32,156.35,297.77,56.0,12.47,10.39,193.45,349.77,62.0,22.75,9.67,166.26,334.45,62.88,16.83,7.9,120.42,258.23,47.67,12.98,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
86.0,86.0,82.0,62.0,86.0,103.0,49.84,15.2,,,,7.6,842.73,1463.48,1001.72,883.23,719.78,538.61,808.23,744.28,946.55,825.0,638.73,1059.24,646.93,657.85,1077.39,881.76,846.3,907.73,786.59,,,168.77,197.5,192.07,182.2,189.69,220.0,222.54,188.54,214.21,209.22,,,,,,9.19,159.76,320.21,55.31,16.68,10.19,174.54,359.96,66.04,17.51,10.12,174.45,349.8,62.51,22.06,8.11,154.29,284.86,49.91,14.86,,,,,,,,,,,8.32,156.35,297.77,56.0,12.47,10.39,193.45,349.77,62.0,22.75,9.67,166.26,334.45,62.88,16.83,7.9,120.42,258.23,47.67,12.98,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
74.0,80.0,91.0,68.0,88.0,108.0,49.84,15.2,,,,7.6,842.75,1463.36,1001.68,883.31,719.74,538.78,808.23,744.32,946.47,824.91,638.73,1059.28,646.93,657.81,1077.43,881.89,846.21,907.64,786.59,,,168.75,197.5,192.09,182.16,189.72,220.02,222.54,188.59,214.29,209.26,,,,,,9.11,155.49,321.23,55.71,16.77,10.17,169.98,359.98,66.19,17.31,10.24,169.87,349.82,62.62,21.96,8.19,150.54,285.01,50.19,15.28,,,,,,,,,,,8.42,151.42,294.81,56.51,12.58,10.33,189.98,349.8,62.23,22.43,9.62,163.27,334.74,63.13,16.53,7.87,119.78,261.66,48.46,12.96,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
84.0,88.0,88.0,80.0,110.0,94.0,49.84,15.2,,,,7.6,842.75,1463.36,1001.68,883.31,719.74,538.78,808.23,744.32,946.47,824.91,638.73,1059.28,646.93,657.81,1077.43,881.89,846.21,907.64,786.59,,,168.75,197.5,192.09,182.16,189.72,220.02,222.54,188.59,214.29,209.26,,,,,,9.11,155.49,321.23,55.71,16.77,10.17,169.98,359.98,66.19,17.31,10.24,169.87,349.82,62.62,21.96,8.19,150.54,285.01,50.19,15.28,,,,,,,,,,,8.42,151.42,294.81,56.51,12.58,10.33,189.98,349.8,62.23,22.43,9.62,163.27,334.74,63.13,16.53,7.87,119.78,261.66,48.46,12.96,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
80.0,73.0,106.0,74.0,108.0,94.0,49.84,15.2,,,,7.6,842.68,1463.02,1001.13,883.27,719.57,538.78,808.19,744.49,946.34,824.78,638.65,1059.24,646.89,657.68,1077.18,881.72,846.13,907.56,786.42,,,168.75,197.5,192.09,182.16,189.76,220.05,222.55,188.62,214.33,209.29,,,,,,9.19,157.35,325.59,56.17,16.78,10.07,169.94,359.82,66.19,17.29,9.92,169.97,350.16,62.91,21.65,8.24,152.32,288.31,50.75,15.51,,,,,,,,,,,8.67,154.49,300.23,57.6,12.81,10.51,189.93,349.94,61.87,22.86,9.56,163.48,335.36,63.57,16.9,8.11,120.31,262.89,47.83,13.54,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
,,,,,,49.84,15.2,,,,7.6,842.68,1463.02,1001.13,883.27,719.57,538.78,808.19,744.49,946.34,824.78,638.65,1059.24,646.89,657.68,1077.18,881.72,846.13,907.56,786.42,,,168.75,197.5,192.09,182.16,189.76,220.05,222.55,188.62,214.33,209.29,,,,,,9.19,157.35,325.59,56.17,16.78,10.07,169.94,359.82,66.19,17.29,9.92,169.97,350.16,62.91,21.65,8.24,152.32,288.31,50.75,15.51,,,,,,,,,,,8.67,154.49,300.23,57.6,12.81,10.51,189.93,349.94,61.87,22.86,9.56,163.48,335.36,63.57,16.9,8.11,120.31,262.89,47.83,13.54,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,True
80.0,94.0,96.0,76.0,90.0,111.0,49.3,15.2,,,,7.6,842.89,1462.81,1001.0,883.19,719.53,538.69,808.09,744.61,946.3,824.66,638.65,1059.11,646.89,657.68,1077.1,881.8,846.0,907.39,786.3,,,168.74,197.42,192.1,182.11,189.82,220.09,222.56,188.69,214.36,209.32,,,,,,9.23,158.97,328.58,56.18,16.85,9.93,169.94,359.82,66.62,16.8,10.06,170.29,350.78,62.71,21.14,8.41,150.5,285.86,51.16,15.89,,,,,,,,,,,8.64,154.2,299.78,57.58,12.76,10.5,189.91,349.95,61.52,23.32,9.43,160.96,330.13,62.62,16.62,8.07,120.31,262.92,47.51,13.96,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
,,,,,,49.3,15.2,,,,7.6,842.89,1462.81,1001.0,883.19,719.53,538.69,808.09,744.61,946.3,824.66,638.65,1059.11,646.89,657.68,1077.1,881.8,846.0,907.39,786.3,,,168.74,197.42,192.1,182.11,189.82,220.09,222.56,188.69,214.36,209.32,,,,,,9.23,158.97,328.58,56.18,16.85,9.93,169.94,359.82,66.62,16.8,10.06,170.29,350.78,62.71,21.14,8.41,150.5,285.86,51.16,15.89,,,,,,,,,,,8.64,154.2,299.78,57.58,12.76,10.5,189.91,349.95,61.52,23.32,9.43,160.96,330.13,62.62,16.62,8.07,120.31,262.92,47.51,13.96,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,True
96.0,89.0,92.0,74.0,74.0,104.0,49.3,15.2,,,,7.6,842.85,1462.68,1000.92,883.23,719.49,538.69,808.06,744.74,946.34,824.66,638.57,1059.03,646.97,657.56,1076.97,881.68,845.92,907.39,786.3,,,168.73,197.34,192.03,182.0,189.88,220.12,222.61,189.01,214.61,209.55,,,,,,9.26,158.96,328.5,56.47,17.15,9.77,169.94,359.82,66.31,17.15,10.07,170.35,350.89,62.37,21.55,8.5,150.44,285.76,50.74,16.42,,,,,,,,,,,8.7,159.05,308.37,57.89,13.12,10.59,189.75,349.71,60.68,24.41,9.68,165.97,340.3,63.81,17.42,7.89,118.78,260.28,47.28,14.39,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
82.0,90.0,86.0,70.0,93.0,100.0,49.3,15.2,,,,7.6,842.85,1462.68,1000.92,883.23,719.49,538.69,808.06,744.74,946.34,824.66,638.57,1059.03,646.97,657.56,1076.97,881.68,845.92,907.39,786.3,,,168.73,197.34,192.03,182.0,189.88,220.12,222.61,189.01,214.61,209.55,,,,,,9.26,158.96,328.5,56.47,17.15,9.77,169.94,359.82,66.31,17.15,10.07,170.35,350.89,62.37,21.55,8.5,150.44,285.76,50.74,16.42,,,,,,,,,,,8.7,159.05,308.37,57.89,13.12,10.59,189.75,349.71,60.68,24.41,9.68,165.97,340.3,63.81,17.42,7.89,118.78,260.28,47.28,14.39,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
84.0,86.0,79.0,70.0,86.0,98.0,49.3,15.2,,,,7.6,842.58,1462.54,1000.75,883.12,719.25,538.58,808.16,744.66,946.0,824.62,638.58,1059.0,647.08,657.37,1076.66,881.83,845.91,907.29,786.29,,,168.75,197.26,191.92,181.88,189.96,220.19,222.61,188.99,214.58,209.58,,,,,,9.26,153.34,317.6,55.84,17.97,9.99,169.94,359.82,66.09,17.42,9.93,170.35,350.89,62.11,21.87,8.52,152.55,288.59,50.39,16.16,,,,,,,,,,,8.85,159.06,308.26,57.21,13.24,10.7,189.73,349.69,60.37,24.82,9.86,165.92,340.18,63.64,17.62,8.08,118.78,260.28,46.97,14.76,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
76.0,80.0,91.0,74.0,100.0,91.0,49.3,15.2,,,,7.6,842.58,1462.54,1000.75,883.12,719.25,538.58,808.16,744.66,946.0,824.62,638.58,1059.0,647.08,657.37,1076.66,881.83,845.91,907.29,786.29,,,168.75,197.26,191.92,181.88,189.96,220.19,222.61,188.99,214.58,209.58,,,,,,9.26,153.34,317.6,55.84,17.97,9.99,169.94,359.82,66.09,17.42,9.93,170.35,350.89,62.11,21.87,8.52,152.55,288.59,50.39,16.16,,,,,,,,,,,8.85,159.06,308.26,57.21,13.24,10.7,189.73,349.69,60.37,24.82,9.86,165.92,340.18,63.64,17.62,8.08,118.78,260.28,46.97,14.76,,,,,,59.63,52.55,66.11,55.22,28.6,47.27,5.44,7.22,6.22,26.11,59.5,,1.0,1.22,1.11,27.06,50.82,1.33,16.55,30.0,22.55,33.06,47.69,0.77,14.33,19.66,18.22,32.84,
71.0,84.0,76.0,66.0,88.0,76.0,49.3,15.2,,,,7.6,842.07,1461.99,1000.67,883.17,719.15,538.17,808.22,744.44,946.14,824.53,638.51,1059.06,647.03,657.33,1076.48,881.69,845.72,907.2,786.31,,,168.67,197.27,191.86,181.74,190.16,220.35,222.61,188.94,214.51,209.59,,,,,,5.12,83.68,172.45,30.73,9.9,5.35,91.15,192.96,35.46,9.33,5.35,91.35,188.07,33.13,11.97,4.54,82.03,154.63,27.28,8.29,,,,,,,,,,,4.77,86.78,167.9,30.17,7.01,5.52,101.33,186.86,32.1,13.48,5.26,87.48,179.5,33.06,9.51,4.47,63.6,139.54,24.65,8.2,,,,,,59.51,52.87,66.37,55.5,28.64,47.95,6.0,7.87,6.87,26.15,59.56,,1.12,1.37,1.25,26.99,50.57,1.25,17.0,30.75,23.25,33.17,47.46,0.62,14.12,19.25,18.0,32.93,
70.0,72.0,76.0,70.0,92.0,92.0,49.3,15.2,,,,7.6,841.93,1461.72,1000.75,883.15,719.15,538.06,808.31,744.32,946.05,824.45,638.57,1059.28,647.01,657.18,1076.3,881.84,845.71,907.14,786.13,,,168.28,197.46,191.7,181.65,190.27,220.44,222.6,188.96,214.51,209.59,,,,,,5.0,80.45,165.95,29.87,9.54,5.35,88.99,188.45,34.31,9.12,5.27,88.26,181.67,32.26,11.76,4.29,79.5,150.03,25.73,7.68,,,,,,,,,,,4.67,81.43,158.01,28.82,6.8,5.43,98.87,182.29,31.09,13.44,5.15,85.53,175.65,32.24,9.37,4.33,62.53,137.24,24.51,8.07,,,,,,59.51,52.87,66.37,55.5,28.64,47.95,6.0,7.87,6.87,26.15,59.56,,1.12,1.37,1.25,26.99,50.57,1.25,17.0,30.75,23.25,33.17,47.46,0.62,14.12,19.25,18.0,32.93,
,,,,,,49.3,15.2,,,,7.6,841.93,1461.72,1000.75,883.15,719.15,538.06,808.31,744.32,946.05,824.45,638.57,1059.28,647.01,657.18,1076.3,881.84,845.71,907.14,786.13,,,168.28,197.46,191.7,181.65,190.27,220.44,222.6,188.96,214.51,209.59,,,,,,5.0,80.45,165.95,29.87,9.54,5.35,88.99,188.45,34.31,9.12,5.27,88.26,181.67,32.26,11.76,4.29,79.5,150.03,25.73,7.68,,,,,,,,,,,4.67,81.43,158.01,28.82,6.8,5.43,98.87,182.29,31.09,13.44,5.15,85.53,175.65,32.24,9.37,4.33,62.53,137.24,24.51,8.07,,,,,,59.51,52.87,66.37,55.5,28.64,47.95,6.0,7.87,6.87,26.15,59.56,,1.12,1.37,1.25,26.99,50.57,1.25,17.0,30.75,23.25,33.17,47.46,0.62,14.12,19.25,18.0,32.93,True
,,,,,,49.3,15.2,,,,7.6,842.66,1462.2,1000.72,883.17,719.27,538.34,808.22,744.49,946.14,824.66,638.55,1059.02,647.03,657.45,1076.44,881.69,845.84,907.2,786.31,,,168.7,197.29,191.89,181.77,190.06,220.26,222.61,188.94,214.54,209.58,,,,,,5.04,83.05,171.64,30.31,10.03,5.4,91.14,192.95,35.31,9.53,5.31,91.35,188.15,33.24,11.82,4.49,80.6,152.75,26.81,8.3,,,,,,,,,,,4.85,87.09,168.48,30.17,7.19,5.69,101.64,187.42,32.31,13.39,5.37,89.75,184.14,33.93,9.78,4.4,63.1,138.28,24.32,8.23,,,,,,59.51,52.87,66.37,55.5,28.64,47.95,6.0,7.87,6.87,26.15,59.56,,1.12,1.37,1.25,26.99,50.57,1.25,17.0,30.75,23.25,33.17,47.46,0.62,14.12,19.25,18.0,32.93,True
71.0,84.0,94.0,60.0,86.0,98.0,49.3,15.2,,,,7.6,842.18,1461.42,1000.59,882.81,718.96,537.69,808.21,744.08,945.99,824.28,638.49,1059.28,647.02,656.94,1075.95,881.62,845.63,906.9,786.11,,,168.19,197.58,191.58,181.57,190.6,220.69,222.54,188.7,214.33,209.49,,,,,,4.84,80.63,165.71,29.52,8.84,5.39,88.99,188.45,34.94,8.3,5.38,88.22,181.65,32.1,11.58,4.17,76.92,145.57,25.61,7.44,,,,,,,,,,,4.66,79.16,153.96,28.6,6.66,5.25,98.1,180.89,30.99,13.18,5.08,84.67,173.7,31.73,9.01,4.3,62.25,136.67,24.83,7.83,,,,,,59.64,52.77,66.33,55.33,28.65,47.8,5.66,7.55,6.44,26.19,59.73,,1.0,1.33,1.22,26.97,50.54,1.22,16.44,30.0,22.77,33.25,47.42,0.55,13.55,18.55,17.33,32.99,
68.0,88.0,94.0,80.0,100.0,92.0,49.3,15.2,,,,7.6,842.18,1461.42,1000.59,882.81,718.96,537.69,808.21,744.08,945.99,824.28,638.49,1059.28,647.02,656.94,1075.95,881.62,845.63,906.9,786.11,,,168.19,197.58,191.58,181.57,190.6,220.69,222.54,188.7,214.33,209.49,,,,,,4.84,80.63,165.71,29.52,8.84,5.39,88.99,188.45,34.94,8.3,5.38,88.22,181.65,32.1,11.58,4.17,76.92,145.57,25.61,7.44,,,,,,,,,,,4.66,79.16,153.96,28.6,6.66,5.25,98.1,180.89,30.99,13.18,5.08,84.67,173.7,31.73,9.01,4.3,62.25,136.67,24.83,7.83,,,,,,59.64,52.77,66.33,55.33,28.65,47.8,5.66,7.55,6.44,26.19,59.73,,1.0,1.33,1.22,26.97,50.54,1.22,16.44,30.0,22.77,33.25,47.42,0.55,13.55,18.55,17.33,32.99,
77.0,106.0,102.0,80.0,85.0,104.0,49.3,15.2,,,,7.6,842.05,1461.24,1000.38,882.55,718.87,537.63,808.25,743.87,945.73,824.3,638.48,1059.41,646.74,656.93,1076.0,881.24,845.77,906.7,786.08,,,168.28,197.78,191.54,181.49,190.88,220.88,222.46,188.5,214.06,209.31,,,,,,4.5,75.81,155.7,27.88,8.1,5.05,84.97,179.95,33.43,7.87,5.02,84.22,173.43,30.71,11.0,4.1,75.0,141.97,25.02,7.24,,,,,,,,,,,4.3,72.9,142.08,27.82,6.11,4.89,93.82,172.9,29.81,12.32,4.73,81.41,166.97,30.94,8.24,3.76,57.12,125.47,23.29,6.96,,,,,,59.64,52.77,66.33,55.33,28.65,47.8,5.66,7.55,6.44,26.19,59.73,,1.0,1.33,1.22,26.97,50.54,1.22,16.44,30.0,22.77,33.25,47.42,0.55,13.55,18.55,17.33,32.99,
132.0,80.0,94.0,82.0,95.0,90.0,49.3,15.2,,,,7.6,842.05,1461.24,1000.38,882.55,718.87,537.63,808.25,743.87,945.73,824.3,638.48,1059.41,646.74,656.93,1076.0,881.24,845.77,906.7,786.08,,,168.28,197.78,191.54,181.49,190.88,220.88,222.46,188.5,214.06,209.31,,,,,,4.5,75.81,155.7,27.88,8.1,5.05,84.97,179.95,33.43,7.87,5.02,84.22,173.43,30.71,11.0,4.1,75.0,141.97,25.02,7.24,,,,,,,,,,,4.3,72.9,142.08,27.82,6.11,4.89,93.82,172.9,29.81,12.32,4.73,81.41,166.97,30.94,8.24,3.76,57.12,125.47,23.29,6.96,,,,,,59.64,52.77,66.33,55.33,28.65,47.8,5.66,7.55,6.44,26.19,59.73,,1.0,1.33,1.22,26.97,50.54,1.22,16.44,30.0,22.77,33.25,47.42,0.55,13.55,18.55,17.33,32.99,
